,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU8619,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU8620,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU8621,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU8622,Cryptista,Cryptophyta,NA,Pyrenomonadales,NA,NA,NA
OTU8623,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU8624,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU8630,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU8631,Metazoa,Nematomorpha,Gordiida,NA,NA,NA,NA
OTU8632,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,NA,NA,NA
OTU8633,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU8634,Metazoa,Platyhelminthes,Trematoda,Aspidogastrida,NA,NA,NA
OTU8635,Stramenopila,Ochrophyta,Bacillariophyceae,Thalassiosirales,NA,NA,NA
OTU8637,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU8638,Fungi,NA,NA,NA,NA,NA,NA
OTU8639,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius,Gomphidius oregonensis
OTU8640,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8642,NA,NA,NA,NA,NA,NA,NA
OTU8643,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU8644,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU8646,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA
OTU8649,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU8650,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU8651,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8652,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU8653,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU8654,Cryptista,Cryptophyta,NA,NA,NA,NA,NA
OTU8656,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8657,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Hyphodiscosia,Hyphodiscosia radicicola
OTU8658,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU8659,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8660,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces salicinus
OTU8661,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8662,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium cinctum
OTU8664,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU8665,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,NA
OTU8666,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon occidentalis
OTU8668,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8669,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU8670,Metazoa,Mollusca,Bivalvia,Ostreoida,NA,NA,NA
OTU8673,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA
OTU8674,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8675,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8676,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,NA
OTU8677,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8678,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,Sistotrema,NA
OTU8679,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8680,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8681,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8682,Fungi,Zoopagomycota,NA,NA,NA,NA,NA
OTU8683,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Gnomoniopsis,NA
OTU8685,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8686,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,Elaphomyces decipiens
OTU8687,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8688,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU8689,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU8690,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU8691,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU8692,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
OTU8693,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia,NA
OTU8694,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU8695,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8697,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8699,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA
OTU8702,Metazoa,Craniata,Actinopterygii,Perciformes,NA,NA,NA
OTU8703,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8704,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,NA,NA,NA
OTU8705,Fungi,NA,NA,NA,NA,NA,NA
OTU8706,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8707,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA
OTU8708,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU8709,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8710,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,NA,NA,NA
OTU8711,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU8712,Metazoa,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
OTU8713,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8715,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Xeromphalina,Xeromphalina cauticinalis
OTU8717,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8718,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella sublilacina
OTU8720,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Obba,Obba rivulosa
OTU8721,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU8722,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8723,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,NA
OTU8724,Metazoa,Arthropoda,Insecta,Hymenoptera,NA,NA,NA
OTU8725,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU8727,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU8728,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Coleophoma,NA
OTU8729,Ichthyosporia,NA,Ichthyosporea,Ichthyophonida,NA,NA,NA
OTU8730,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Sidera,Sidera lunata
OTU8731,NA,NA,NA,NA,NA,NA,NA
OTU8732,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8733,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8735,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8736,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8737,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8738,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU8739,Amoebozoa,Discosea,NA,NA,NA,NA,NA
OTU8740,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU8741,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU8742,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8743,Metazoa,Arthropoda,Insecta,Hymenoptera,NA,NA,NA
OTU8744,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella ambigua
OTU8746,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU8747,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8748,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8749,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU8750,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU8751,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU8752,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,NA,NA,NA
OTU8753,Metazoa,Platyhelminthes,Trematoda,Strigeida,NA,NA,NA
OTU8754,Fungi,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA
OTU8756,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8757,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,NA
OTU8758,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,NA,NA
OTU8759,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius parkeri
OTU8760,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU8762,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia americana
OTU8763,Stramenopila,Oomycota,Oomycetes,Pythiales,NA,NA,NA
OTU8764,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU8765,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8766,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria caledonica
OTU8767,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU8768,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU8769,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU8770,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8771,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8772,Fungi,Ascomycota,Lecanoromycetes,Trapeliales,Trapeliaceae,Xylographa,Xylographa bjoerkii
OTU8773,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU8774,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8775,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8776,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8777,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU8778,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8779,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8780,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU8781,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU8782,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Carbonicolaceae,Carbonicola,Carbonicola anthracophila
OTU8783,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU8784,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8785,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,Circinaria,NA
OTU8786,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU8787,NA,NA,NA,NA,NA,NA,NA
OTU8788,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Boletopsis,NA
OTU8789,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,NA,NA,NA
OTU8791,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU8792,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8793,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella ferruginea
OTU8794,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU8795,Alveolata,Ciliophora,Spirotrichea,Tintinnida,NA,NA,NA
OTU8796,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU8797,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,NA,NA
OTU8798,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe acuta
OTU8799,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU8800,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA
OTU8801,Protista,NA,NA,NA,NA,NA,NA
OTU8802,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU8803,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU8804,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,Coprotus,Coprotus sexdecimsporus
OTU8806,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina
OTU8807,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,NA,NA
OTU8808,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,NA,NA,NA
OTU8810,Protista,NA,NA,NA,NA,NA,NA
OTU8811,Metazoa,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA
OTU8812,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU8813,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU8814,NA,NA,NA,NA,NA,NA,NA
OTU8815,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU8816,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU8818,Metazoa,Mollusca,Gastropoda,Stylommatophora,NA,NA,NA
OTU8819,Alveolata,Apicomplexa,Aconoidasida,NA,NA,NA,NA
OTU8820,Protista,NA,NA,NA,NA,NA,NA
OTU8822,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sinuosum
OTU8825,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8827,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8828,Fungi,NA,NA,NA,NA,NA,NA
OTU8829,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8830,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU8831,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8832,Fungi,NA,NA,NA,NA,NA,NA
OTU8833,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8835,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU8836,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei
OTU8837,Cryptista,Cryptophyta,NA,NA,NA,NA,NA
OTU8838,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Brevicellicium,Brevicellicium exile
OTU8839,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU8840,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU8841,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU8842,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8843,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8844,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8845,Metazoa,Nematoda,Dorylaimea,Dorylaimida,NA,NA,NA
OTU8846,Fungi,Olpidiomycota,NA,NA,NA,NA,NA
OTU8848,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU8849,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU8850,Protista,NA,NA,NA,NA,NA,NA
OTU8851,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU8852,Metazoa,Nematomorpha,Gordiida,NA,NA,NA,NA
OTU8854,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8855,Cryptista,Cryptophyta,NA,Pyrenomonadales,NA,NA,NA
OTU8858,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU8859,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8860,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8861,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8862,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU8863,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8864,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,NA,NA
OTU8866,Fungi,Ascomycota,Sordariomycetes,Melanosporales,NA,NA,NA
OTU8867,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,Hyalorbilia juliae
OTU8869,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma podzolica
OTU8870,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA
OTU8872,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8873,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8874,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,NA,NA,NA
OTU8875,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8878,Cryptista,Cryptophyta,NA,Pyrenomonadales,NA,NA,NA
OTU8879,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8880,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
OTU8882,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus irregularis
OTU8885,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,NA
OTU8887,Fungi,Ascomycota,Xylonomycetes,Symbiotaphrinales,NA,NA,NA
OTU8888,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU8889,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU8891,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8892,Protista,NA,NA,NA,NA,NA,NA
OTU8893,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8895,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Ripartites,Ripartites tricholoma
OTU8896,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8897,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8898,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU8900,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8901,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU8902,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU8903,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU8904,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
OTU8906,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU8907,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU8908,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU8911,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8912,Metazoa,Mollusca,Bivalvia,Ostreoida,NA,NA,NA
OTU8913,Alveolata,Ciliophora,Oligohymenophorea,Apostomatida,NA,NA,NA
OTU8915,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU8917,Alveolata,Dinophyta,Dinophyceae,Peridiniales,NA,NA,NA
OTU8918,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8919,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8921,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora
OTU8923,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,NA,NA,NA
OTU8925,Amoebozoa,Discosea,NA,NA,NA,NA,NA
OTU8926,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU8927,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU8928,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU8930,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8931,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU8932,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU8933,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8934,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella lilacinogrisea
OTU8935,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU8936,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA
OTU8937,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU8938,Protista,NA,NA,NA,NA,NA,NA
OTU8939,Fungi,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA
OTU8941,Metazoa,Platyhelminthes,Trematoda,Strigeida,NA,NA,NA
OTU8942,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium fasciculatum
OTU8943,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU8944,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU8945,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU8946,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
OTU8948,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
OTU8949,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8950,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
OTU8951,Fungi,Ascomycota,Sordariomycetes,NA,NA,Lentomitella,NA
OTU8952,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8953,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU8954,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU8955,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8956,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU8957,NA,NA,NA,NA,NA,NA,NA
OTU8958,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU8959,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU8960,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU8961,NA,NA,NA,NA,NA,NA,NA
OTU8963,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU8967,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU8968,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina tormentillae
OTU8969,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU8970,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU8971,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8972,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,NA
OTU8973,Metazoa,Porifera,Demospongiae,Verongida,NA,NA,NA
OTU8974,Fungi,NA,NA,NA,NA,NA,NA
OTU8975,NA,NA,NA,NA,NA,NA,NA
OTU8976,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8977,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena cinerella
OTU8978,NA,NA,NA,NA,NA,NA,NA
OTU8979,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU8980,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU8982,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU8983,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU8984,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU8985,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron echinulatum
OTU8986,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU8987,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,NA
OTU8988,Protista,NA,NA,NA,NA,NA,NA
OTU8989,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU8990,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU8991,NA,NA,NA,NA,NA,NA,NA
OTU8992,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU8993,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU8994,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU8995,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU8996,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Datronia,Datronia stereoides
OTU8997,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU8999,Cryptista,Cryptophyta,NA,NA,NA,NA,NA
OTU9001,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU9002,Protista,NA,NA,NA,NA,NA,NA
OTU9006,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
